,Sample,208Pb,,23Na,25Mg,27Al,28Si,31P,PO4,34S,35Cl,39K,43Ca,47Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,65Cu,66Zn,75As,78Se,88Sr,95Mo,107Ag,111Cd,112Sn,137Ba,238U,bottle_number,date_collected
50,85,0.5,,5632,7298,26.84,1070.0,1042.0,3.1939638359702944,17.41,10.97,1050.0,26640.0,1.607,0.5,0.5,1.716,1.413,0.5,0.5,1.496,42.51,0.5,0.5,91.7,0.5,0.5,0.5,0.5,13.85,0.5,bottle2,2016-07-01
51,88,44.31,,4895,7652,189.4,1330.0,1618.0,4.959533096545045,17.67,11.12,962.7,23330.0,2.859,0.5,0.5,3766.0,12.57,0.5,2.682,1512.0,2913.0,0.5,0.5,94.58,0.5,0.5,41.33,40.65,18.54,0.5,bottle2,2016-07-01
52,90,1.243,,4964,7633,20.91,1034.0,1043.0,3.197029060381014,18.69,11.26,992.6,23520.0,1.523,0.5,0.5,11.9,0.5,0.5,0.5,9.817,6.007,0.5,0.5,92.05,0.5,0.5,0.5,0.5,14.14,0.5,bottle2,2016-07-01
53,93,1.696,,5575,8647,54.95,1191.0,995.9,3.0526569906361,19.7,11.91,1083.0,25550.0,1.759,0.5,0.5,43.48,1.172,0.5,0.5,76.94,8.898,0.5,0.5,95.57,0.5,0.5,0.5,0.5,13.83,0.5,bottle2,2016-07-01
54,95,0.5,,5209,8094,14.81,1157.0,1134.0,3.475964481756539,19.57,11.69,1070.0,25130.0,1.512,0.5,0.5,11.31,0.5,0.5,0.5,8.965,29.36,0.5,0.5,96.63,0.5,0.5,0.5,0.5,15.95,0.5,bottle2,2016-07-01
55,96,0.5,,5382,7946,51.95,1028.0,1048.0,3.2123551824346146,18.81,11.04,960.5,24070.0,2.134,0.5,0.5,8.396,0.5,0.5,0.5,2.515,5.928,0.5,0.5,94.58,0.5,0.5,0.5,0.5,14.41,0.5,bottle2,2016-07-01
56,97,1.151,,5506,8239,18.57,1056.0,1054.0,3.2307465288989348,19.06,11.29,1053.0,25210.0,2.047,0.5,0.5,9.132,0.5,0.5,0.5,33.25,7.071,0.5,0.5,93.19,0.5,0.5,0.5,0.5,14.19,0.5,bottle2,2016-07-01
57,98,0.5,,5351,7486,42.64,1263.0,1029.0,3.154115918630933,18.28,10.84,1058.0,28130.0,1.766,0.5,0.5,0.5,0.5,0.5,0.5,6.023,1.728,0.5,0.5,95.71,0.5,0.5,0.5,0.5,14.18,0.5,bottle2,2016-07-01
58,100,0.5,,4922,7619,14.95,1169.0,1052.0,3.2246160800774946,18.18,11.17,991.2,23760.0,1.568,0.5,0.5,8.209,0.5,0.5,0.5,5.668,25.24,0.5,0.5,92.72,0.5,0.5,0.5,0.5,13.7,0.5,bottle2,2016-07-01
59,101,0.5,,5685,7391,16.02,1156.0,918.3,2.8147955763642236,17.42,11.23,1077.0,26280.0,1.469,0.5,0.5,10.2,2.812,0.5,1.197,54.86,9.773,0.5,0.5,91.18,0.5,0.5,0.5,0.5,12.85,0.5,bottle2,2016-07-01
60,102,1.571,,5835,7485,183.8,1123.0,1035.0,3.1725072650952537,17.87,11.51,1078.0,26800.0,1.678,0.5,0.5,164.8,5.836,0.5,0.5,6.953,30.09,0.5,0.5,93.28,0.5,0.5,0.5,0.5,15.82,0.5,bottle2,2016-07-01
61,104,0.5,,5367,7862,24.9,1100.0,969.6,2.9720415886341627,18.36,10.88,959.9,24320.0,1.906,0.5,0.5,19.71,1.658,0.5,0.5,1.153,22.18,0.5,0.5,94.43,0.5,0.5,0.5,0.5,13.89,0.5,bottle2,2016-07-01
62,105,0.5,,5561,7347,40.79,1065.0,1050.0,3.2184856312560544,18.27,10.73,1065.0,26670.0,1.841,0.5,0.5,2.202,0.5,0.5,0.5,1.526,2.286,0.5,0.5,91.44,0.5,0.5,0.5,0.5,13.99,0.5,bottle2,2016-07-01
63,106,1.604,,4966,7661,25.56,1155.0,1046.0,3.2062247336131744,18.43,11.4,995.3,23320.0,1.548,0.5,0.5,7.008,0.5,0.5,0.5,11.96,10.45,0.5,0.5,93.3,0.5,0.5,0.5,0.5,14.1,0.5,bottle2,2016-07-01
64,110,6.735,,5007,7812,18.8,1294.0,822.9,2.522373167581531,17.95,11.43,1008.0,23110.0,1.011,0.5,0.5,56.19,4.085,0.5,1.054,29.64,227.7,0.5,0.5,92.51,0.5,0.5,1.398,1.353,13.13,0.5,bottle2,2016-07-01
65,111,0.5,,5072,7818,13.57,1105.0,1094.0,3.353355505327737,19.71,11.57,1021.0,24130.0,1.8,0.5,0.5,0.5,0.5,0.5,1.359,10.35,8.187,0.5,0.5,93.51,0.5,0.5,0.5,0.5,13.98,0.5,bottle2,2016-07-01
66,113,0.5,,5737,7436,31.98,1105.0,1084.0,3.3227032612205365,17.97,11.21,1064.0,26890.0,1.623,0.5,0.5,0.5,0.5,0.5,0.5,12.86,4.517,0.5,0.5,91.58,0.5,0.5,0.5,0.5,13.9,0.5,bottle2,2016-07-01
67,114,0.5,,5218,7636,12.77,1120.0,1015.0,3.111202776880853,18.6,10.75,1022.0,25590.0,1.394,0.5,0.5,17.78,0.5,0.5,1.678,21.28,4.178,0.5,0.5,97.84,0.5,0.5,0.5,0.5,15.13,0.5,bottle2,2016-07-01
68,119,0.5,,5630,7585,7.755,1141.0,988.9,3.031200419761059,17.78,11.3,1101.0,26390.0,1.579,0.5,0.5,4.154,0.5,0.5,1.511,86.99,24.48,0.5,0.5,93.89,0.5,0.5,0.5,0.5,14.94,0.5,bottle2,2016-07-01
69,121,8.282,,5465,7826,33.42,1102.0,923.8,2.831654310623184,18.85,11.33,1112.0,28110.0,1.8,0.5,0.5,208.2,4.016,0.5,0.5,147.8,86.09,0.5,0.5,95.04,0.5,0.5,0.5,0.5,14.24,0.5,bottle2,2016-07-01
70,126,0.5,,4952,7673,10.69,1166.0,947.2,2.9033805618340334,18.11,11.31,971.8,23250.0,1.293,0.5,0.5,17.49,0.5,0.5,0.5,35.61,56.62,0.5,0.5,92.02,0.5,0.5,0.5,0.5,12.9,0.5,bottle2,2016-07-01
71,127,0.5,,5408,8232,12.51,1411.0,966.7,2.9631524378430742,19.09,11.35,1056.0,25830.0,1.653,0.5,0.5,17.47,0.5,0.5,0.5,4.74,1.908,0.5,0.5,96.16,0.5,0.5,0.5,0.5,14.01,0.5,bottle2,2016-07-01
72,130,0.5,,5387,7960,13.3,1060.0,922.6,2.8279760413303197,18.17,11.13,956.2,24140.0,1.685,0.5,0.5,9.891,0.5,0.5,0.5,34.65,11.77,0.5,0.5,94.28,0.5,0.5,0.5,0.5,13.22,0.5,bottle2,2016-07-01
73,132,0.5,,5282,7819,16.92,1216.0,937.5,2.8736478850500484,18.9,11.35,965.1,23680.0,1.66,0.5,0.5,6.956,0.5,0.5,1.007,8.083,2.255,0.5,0.5,94.79,0.5,0.5,0.5,0.5,14.16,0.5,bottle2,2016-07-01
74,135,2.24,,5447,8221,16.62,1235.0,872.2,2.6734887310300297,18.97,11.44,1045.0,24530.0,1.664,0.5,0.5,93.05,4.118,0.5,0.5,12.53,488.7,0.5,0.5,92.29,0.5,0.5,2.539,2.426,13.72,0.5,bottle2,2016-07-01
75,137,1.009,,5296,7801,19.0,1069.0,964.5,2.95640894413949,19.4,11.15,991.5,25730.0,1.634,0.5,0.5,26.69,0.5,0.5,0.5,15.6,166.2,0.5,0.5,93.9,0.5,0.5,0.5,0.5,12.83,0.5,bottle2,2016-07-01
76,138,4.139,,5698,7387,52.67,1102.0,966.6,2.962845915402002,17.77,11.59,1091.0,26670.0,1.602,0.5,0.5,71.14,5.906,0.5,7.548,55.45,224.3,0.5,0.5,92.53,0.5,0.5,0.5,0.5,13.63,0.5,bottle2,2016-07-01
77,143,0.5,,5612,7382,33.96,1069.0,1000.0,3.065224410720052,17.91,11.43,1080.0,26850.0,1.612,0.5,0.5,13.84,0.5,0.5,0.5,18.42,3.762,0.5,0.5,92.5,0.5,0.5,0.5,0.5,13.51,0.5,bottle2,2016-07-01
78,144,0.5,,5473,8237,8.325,1156.0,1022.0,3.1326593477558933,19.43,11.4,1062.0,25240.0,1.836,0.5,0.5,13.88,0.5,0.5,0.5,21.19,2.694,0.5,0.5,95.17,0.5,0.5,0.5,0.5,14.16,0.5,bottle2,2016-07-01
79,149,0.5,,4900,7605,10.27,1104.0,960.5,2.94414804649661,18.06,11.03,973.0,23110.0,1.264,0.5,0.5,41.9,0.5,0.5,0.5,49.6,6.265,0.5,0.5,91.72,0.5,0.5,0.5,0.5,12.74,0.5,bottle2,2016-07-01
80,150,0.5,,5398,8196,12.93,1266.0,1040.0,3.1878333871488542,18.82,11.43,1049.0,25040.0,1.938,0.5,0.5,16.08,0.5,0.5,0.5,20.29,0.5,0.5,0.5,95.83,0.5,0.5,0.5,0.5,14.15,0.5,bottle2,2016-07-01
81,152,3.278,,4921,7643,135.0,1081.0,1119.0,3.4299861155957383,17.99,11.06,987.2,23340.0,1.546,0.5,0.5,16.06,1.053,0.5,0.5,18.83,3.524,0.5,0.5,92.2,0.5,0.5,0.5,0.5,14.49,0.5,bottle2,2016-07-01
82,153,7.585,,4879,7381,17.16,1340.0,912.9,2.7982433645463356,18.22,11.04,970.9,23040.0,1.404,0.5,0.5,32.67,0.5,0.5,0.5,5.803,1.176,0.5,0.5,94.28,0.5,0.5,0.5,0.5,13.81,0.5,bottle2,2016-07-01
83,154,1.082,,4878,7520,15.29,1087.0,978.8,3.000241653212787,17.85,10.94,965.9,22430.0,1.445,0.5,0.5,65.58,2.435,0.5,0.5,12.77,10.03,0.5,0.5,91.39,0.5,0.5,0.5,0.5,13.11,0.5,bottle2,2016-07-01
84,155,2.162,,5380,8260,20.12,1187.0,951.4,2.916254504359057,18.75,11.24,1028.0,24820.0,1.812,0.5,0.5,38.17,0.5,0.5,0.5,8.479,57.68,0.5,0.5,92.27,0.5,0.5,0.5,0.5,13.34,0.5,bottle2,2016-07-01
85,157,1.827,,5559,8328,18.75,1085.0,1013.0,3.105072328059413,19.1,11.62,1075.0,25530.0,1.92,0.5,0.5,21.2,2.7,0.5,0.5,9.53,58.23,0.5,0.5,93.48,0.5,0.5,0.5,0.5,13.86,0.5,bottle2,2016-07-01
86,158,1.199,,5490,7693,29.87,1091.0,1035.0,3.1725072650952537,18.86,11.21,1079.0,28290.0,1.835,0.5,0.5,9.683,1.167,0.5,0.5,5.945,16.58,0.5,0.5,94.22,0.5,0.5,0.5,0.5,13.5,0.5,bottle2,2016-07-01
87,159,0.5,,5700,7519,7.731,1076.0,977.0,2.9947242492734905,18.06,11.27,1084.0,26690.0,1.403,0.5,0.5,15.43,0.5,0.5,0.5,37.55,3.548,0.5,0.5,92.64,0.5,0.5,0.5,0.5,12.89,0.5,bottle2,2016-07-01
88,162,68.84,,4354,7933,236.4,1334.0,1272.0,3.898965450435906,20.01,9.011,946.5,24460.0,3.617,0.5,0.5,636.0,199.3,0.5,2.283,197.3,65.08,0.5,0.5,91.44,0.5,0.5,0.5,0.5,19.29,0.5,bottle2,2016-07-01
89,163,3.072,,4933,7572,28.52,1108.0,940.3,2.882230513400065,17.85,11.11,961.1,22900.0,1.308,0.5,0.5,37.9,1.381,0.5,0.5,5.697,154.6,0.5,0.5,91.88,0.5,0.5,0.5,0.5,13.7,0.5,bottle2,2016-07-01
90,165,0.5,,4999,7713,23.47,1155.0,1015.0,3.111202776880853,18.59,11.73,1002.0,23680.0,1.687,0.5,0.5,17.19,1.473,0.5,0.5,2.103,28.07,0.5,0.5,93.78,0.5,0.5,0.5,0.5,13.66,0.5,bottle2,2016-07-01
91,167,3.028,,5201,7940,9.249,1180.0,813.1,2.4923339683564745,17.94,10.75,979.6,23660.0,1.494,0.5,0.5,12.2,1.82,0.5,0.5,5.957,318.2,0.5,0.5,95.4,0.5,0.5,0.5,0.5,13.7,0.5,bottle2,2016-07-01
92,168,7.268,,5255,7957,25.33,1096.0,949.2,2.9095110106554736,17.99,11.1,974.9,24180.0,1.745,0.5,0.5,44.87,0.5,0.5,0.5,18.09,5.387,0.5,0.5,95.19,0.5,0.5,0.5,0.5,13.56,0.5,bottle2,2016-07-01
93,169,1.524,,5379,7873,62.32,1051.0,955.5,2.92882192444301,18.69,11.3,971.9,24190.0,1.867,0.5,0.5,53.28,2.296,0.5,0.5,8.497,59.81,0.5,0.5,94.8,0.5,0.5,0.5,0.5,14.14,0.5,bottle2,2016-07-01
94,171,0.5,,5454,7714,18.81,1163.0,1002.0,3.0713548595414917,18.59,10.89,1065.0,28520.0,1.742,0.5,0.5,9.622,0.5,0.5,0.5,13.13,1.41,0.5,0.5,95.39,0.5,0.5,0.5,0.5,13.54,0.5,bottle2,2016-07-01
95,172,0.5,,5464,7985,44.94,1022.0,1011.0,3.098941879237973,19.53,11.38,997.7,24460.0,1.832,0.5,0.5,8.892,0.5,0.5,0.5,9.683,3.091,0.5,0.5,94.95,0.5,0.5,0.5,0.5,14.33,0.5,bottle2,2016-07-01
96,174,3.99,,5578,7403,13.13,1095.0,976.4,2.9928851146270588,17.7,11.03,1084.0,26800.0,1.549,0.5,0.5,19.65,1.994,0.5,0.5,9.558,3.606,0.5,0.5,93.12,0.5,0.5,0.5,0.5,13.36,0.5,bottle2,2016-07-01
97,178,0.5,,5456,8336,2.196,1458.0,1060.0,3.249137875363255,20.26,11.22,1082.0,25860.0,2.06,0.5,0.5,0.5,0.5,0.5,0.5,4.245,16.14,0.5,0.5,97.39,0.5,0.5,0.5,0.5,14.43,0.5,bottle2,2016-07-01
98,179,12.49,,5475,8150,17.37,1284.0,1003.0,3.0744200839522122,18.97,11.29,1058.0,26120.0,1.978,0.5,0.5,151.4,2.669,0.5,0.5,39.37,14.68,0.5,0.5,95.13,0.5,0.5,0.5,0.5,14.09,0.5,bottle2,2016-07-01
99,192,0.5,,5475,8608,0.5,1241.0,1484.0,4.548793025508558,20.64,12.13,1112.0,24750.0,2.531,0.5,0.5,0.5,3.858,0.5,0.5,3.252,1023.0,0.5,0.5,96.14,0.5,0.5,0.5,0.5,16.42,0.5,bottle2,2016-07-01
100,195,0.5,,4901,7625,12.44,1096.0,1011.0,3.098941879237973,18.26,11.01,984.0,22870.0,1.403,0.5,0.5,9.16,0.5,0.5,0.5,21.76,10.16,0.5,0.5,92.09,0.5,0.5,0.5,0.5,13.25,0.5,bottle2,2016-07-01
101,200,0.5,,5548,8452,13.46,1194.0,1083.0,3.3196380368098164,19.78,11.88,1075.0,24650.0,1.743,0.5,0.5,9.314,0.5,0.5,0.5,10.02,1.178,0.5,0.5,95.68,0.5,0.5,0.5,0.5,14.36,0.5,bottle2,2016-07-01
102,201,2.445,,5295,7713,14.02,1043.0,948.8,2.908284920891185,18.81,11.0,977.0,25340.0,1.757,0.5,0.5,37.79,0.5,0.5,0.5,2.751,133.1,0.5,0.5,93.17,0.5,0.5,0.5,0.5,13.47,0.5,bottle2,2016-07-01
103,202,0.5,,5332,7946,5.427,1169.0,880.6,2.699236616080078,18.41,11.23,969.1,24460.0,1.462,0.5,0.5,0.5,0.5,0.5,0.5,11.79,14.15,0.5,0.5,94.45,0.5,0.5,0.5,0.5,12.67,0.5,bottle2,2016-07-01
104,205,93.95,,5557,7416,113.4,1124.0,1190.0,3.647617048756862,17.12,11.07,1073.0,26530.0,2.043,0.5,0.5,777.5,14.35,0.5,0.5,9.056,400.7,0.5,0.5,93.5,0.5,0.5,1.329,1.346,16.45,0.5,bottle2,2016-07-01
105,210,0.5,,5404,7676,18.94,1098.0,1013.0,3.105072328059413,18.4,11.02,1057.0,27890.0,1.77,0.5,0.5,11.4,1.138,0.5,0.5,3.694,2.032,0.5,0.5,93.85,0.5,0.5,0.5,0.5,13.6,0.5,bottle2,2016-07-01
106,212,0.5,,5570,7390,60.28,1126.0,1070.0,3.2797901194704555,18.06,10.96,1063.0,26870.0,1.834,0.5,0.5,1000.0,14.9,0.5,0.5,6.078,5.891,0.5,0.5,93.4,0.5,0.5,0.5,0.5,16.9,0.5,bottle2,2016-07-01
107,214,1.512,,5623,7471,31.65,1193.0,934.5,2.8644522118178886,17.53,11.29,1075.0,26910.0,1.509,0.5,0.5,40.97,0.5,0.5,0.5,6.749,43.78,0.5,0.5,91.34,0.5,0.5,0.5,0.5,13.26,0.5,bottle2,2016-07-01
108,215,0.5,,5577,8563,38.95,1154.0,1101.0,3.3748120762027773,20.1,12.25,1090.0,25230.0,1.939,0.5,0.5,41.36,2.444,0.5,0.5,16.3,3.174,0.5,0.5,95.13,0.5,0.5,0.5,0.5,14.29,0.5,bottle2,2016-07-01
109,216,0.5,,5522,7788,27.01,1087.0,993.2,3.044380884727156,18.48,11.21,1065.0,28230.0,1.689,0.5,0.5,11.26,0.5,0.5,0.5,13.97,0.5,0.5,0.5,92.83,0.5,0.5,0.5,0.5,13.1,0.5,bottle2,2016-07-01
110,218,3.243,,5495,8580,41.67,1180.0,1130.0,3.463703584113659,20.19,11.98,1078.0,25270.0,2.128,0.5,0.5,11.99,0.5,0.5,0.5,7.826,2.643,0.5,0.5,94.89,0.5,0.5,0.5,0.5,14.83,0.5,bottle2,2016-07-01
111,219,0.5,,5150,7802,18.16,994.0,955.2,2.927902357119794,17.99,10.8,955.6,23820.0,1.769,0.5,0.5,4.544,0.5,0.5,0.5,41.51,7.506,0.5,0.5,93.78,0.5,0.5,0.5,0.5,13.76,0.5,bottle2,2016-07-01
112,220,2.189,,5509,7291,13.02,1161.0,932.5,2.8583217629964484,17.28,10.58,1047.0,27010.0,1.525,0.5,0.5,43.06,1.057,0.5,0.5,51.4,2.096,0.5,0.5,92.76,0.5,0.5,0.5,0.5,12.69,0.5,bottle2,2016-07-01
113,222,5.71,,5372,7822,80.92,1101.0,1076.0,3.298181465934776,19.24,11.04,1105.0,28580.0,2.097,0.5,0.5,41.15,2.521,0.5,0.5,0.5,34.2,0.5,0.5,95.27,0.5,0.5,0.5,0.5,14.27,0.5,bottle2,2016-07-01
114,224,0.5,,4862,7543,16.12,1071.0,1057.0,3.239942202131095,18.04,10.9,973.3,22470.0,1.758,0.5,0.5,4.314,0.5,0.5,0.5,4.013,32.01,0.5,0.5,91.76,0.5,0.5,0.5,0.5,13.72,0.5,bottle2,2016-07-01
115,226,0.5,,4799,8352,12.7,819.8,860.2,2.636706038101389,18.43,11.45,883.2,22890.0,1.176,0.5,0.5,43.98,2.556,0.5,1.01,38.9,61.51,0.5,0.5,79.36,0.5,0.5,0.5,0.5,8.64,0.5,bottle2,2016-07-01
116,227,0.5,,5444,8478,11.29,1160.0,1088.0,3.334964158863417,19.68,11.66,1071.0,24680.0,2.084,0.5,0.5,16.18,1.255,0.5,0.5,10.68,1.402,0.5,0.5,94.45,0.5,0.5,0.5,0.5,14.16,0.5,bottle2,2016-07-01
117,230,0.5,,4911,7535,9.744,1176.0,778.8,2.3871967710687763,17.36,11.3,983.7,23120.0,0.5,0.5,0.5,167.9,6.001,0.5,0.5,12.64,2.191,0.5,0.5,91.86,0.5,0.5,0.5,0.5,12.36,0.5,bottle2,2016-07-01
118,231,1.451,,4925,7602,31.56,1029.0,1047.0,3.2092899580238945,18.49,11.2,969.4,23330.0,1.445,0.5,0.5,4.68,0.5,0.5,0.5,10.93,41.44,0.5,0.5,91.92,0.5,0.5,0.5,0.5,13.67,0.5,bottle2,2016-07-01
119,237,0.5,,5484,8425,21.58,1117.0,1117.0,3.423855666774298,19.44,11.65,1065.0,25090.0,2.085,0.5,0.5,9.228,0.5,0.5,0.5,82.38,5.028,0.5,0.5,95.53,0.5,0.5,0.5,0.5,14.8,0.5,bottle2,2016-07-01
120,238,1.046,,5329,7804,14.47,1042.0,1003.0,3.0744200839522122,19.46,11.06,994.1,25820.0,1.697,0.5,0.5,21.54,0.5,0.5,0.5,7.135,74.86,0.5,0.5,94.34,0.5,0.5,0.5,0.5,13.89,0.5,bottle2,2016-07-01
121,240,1.235,,5580,7344,30.62,1064.0,1044.0,3.2000942847917346,17.78,11.49,1124.0,27200.0,1.76,0.5,0.5,12.48,0.5,0.5,0.5,4.953,2.414,0.5,0.5,93.01,0.5,0.5,0.5,0.5,13.82,0.5,bottle2,2016-07-01
122,241,0.5,,4917,7661,12.39,1154.0,885.5,2.7142562156926062,17.85,11.13,985.3,23330.0,1.163,0.5,0.5,55.9,1.88,0.5,0.5,24.55,7.946,0.5,0.5,91.84,0.5,0.5,0.5,0.5,12.43,0.5,bottle2,2016-07-01
123,242,6.5,,5451,8347,15.19,1175.0,954.8,2.9266762673555053,18.59,11.86,1071.0,25040.0,1.832,0.5,0.5,186.0,2.528,0.5,1.423,70.46,10.91,0.5,0.5,94.01,0.5,0.5,0.5,0.5,13.64,0.5,bottle2,2016-07-01
124,243,1.178,,5597,7393,10.94,1078.0,970.3,2.9741872457216663,18.04,11.13,1066.0,27000.0,1.647,0.5,0.5,18.86,1.703,0.5,0.5,6.465,5.02,0.5,0.5,92.94,0.5,0.5,0.5,0.5,13.52,0.5,bottle2,2016-07-01
125,244,6.667,,5529,7726,60.43,1078.0,1079.0,3.307377139166936,18.69,11.13,1069.0,27930.0,1.913,0.5,0.5,4.098,0.5,0.5,1.779,20.71,23.68,0.5,0.5,94.34,0.5,0.5,0.5,0.5,13.85,0.5,bottle2,2016-07-01
126,245,0.5,,4947,7579,23.07,1171.0,865.9,2.654177817242493,17.99,11.26,1036.0,23430.0,1.006,0.5,0.5,48.91,3.206,0.5,0.5,49.29,21.32,0.5,0.5,97.44,0.5,0.5,0.5,0.5,13.71,0.5,bottle2,2016-07-01
127,247,0.5,,5359,8235,21.66,1126.0,1025.0,3.141855020988053,18.5,11.25,1034.0,25170.0,2.011,0.5,0.5,40.71,0.5,0.5,0.5,7.99,9.194,0.5,0.5,92.09,0.5,0.5,0.5,0.5,13.49,0.5,bottle2,2016-07-01
128,249,1.363,,4898,7587,21.1,1157.0,905.0,2.774028091701647,17.72,11.22,974.7,23670.0,1.35,0.5,0.5,113.3,3.769,0.5,0.5,25.59,26.51,0.5,0.5,91.97,0.5,0.5,0.5,0.5,13.13,0.5,bottle2,2016-07-01
129,250,1.525,,5542,8293,33.04,1231.0,1022.0,3.1326593477558933,19.52,11.64,1057.0,24870.0,1.937,0.5,0.5,34.47,2.128,0.5,0.5,15.17,34.3,0.5,0.5,93.51,0.5,0.5,0.5,0.5,16.22,0.5,bottle2,2016-07-01
130,251,0.5,,4948,7669,15.5,1135.0,987.7,3.0275221504681955,17.62,11.15,985.4,23310.0,1.272,0.5,0.5,29.11,1.601,0.5,0.5,4.382,3.561,0.5,0.5,92.43,0.5,0.5,0.5,0.5,13.53,0.5,bottle2,2016-07-01
131,252,0.5,,5269,7883,22.51,1093.0,967.8,2.9665241846948662,17.99,11.0,972.8,23790.0,1.734,0.5,0.5,14.73,2.661,0.5,0.5,4.997,6.222,0.5,0.5,94.23,0.5,0.5,0.5,0.5,14.22,0.5,bottle2,2016-07-01
132,255,1.459,,5587,7433,7.223,1148.0,751.4,2.3032096222150473,16.8,11.01,1070.0,26750.0,1.016,0.5,0.5,43.79,7.5,0.5,0.5,25.19,7.655,0.5,0.5,92.17,0.5,0.5,0.5,0.5,10.76,0.5,bottle2,2016-07-01
133,256,0.5,,5535,7374,15.81,1072.0,1003.0,3.0744200839522122,17.49,10.96,1062.0,26840.0,1.48,0.5,0.5,10.81,0.5,0.5,0.5,14.53,1.745,0.5,0.5,91.71,0.5,0.5,0.5,0.5,12.99,0.5,bottle2,2016-07-01
134,259,2.24,,5594,7305,16.33,1079.0,956.5,2.93188714885373,17.23,11.06,1070.0,25720.0,1.433,0.5,0.5,12.12,0.5,0.5,0.5,7.596,9.59,0.5,0.5,91.89,0.5,0.5,0.5,0.5,13.34,0.5,bottle2,2016-07-01
135,262,0.5,,5524,7201,17.56,1063.0,963.8,2.954263287051986,17.32,11.41,1053.0,26610.0,1.417,0.5,0.5,18.47,0.5,0.5,0.5,67.06,1.974,0.5,0.5,95.5,0.5,0.5,0.5,0.5,13.61,0.5,bottle2,2016-07-01
136,263,0.5,,5482,8392,11.3,1229.0,940.1,2.881617468517921,19.3,11.75,1075.0,25340.0,1.818,0.5,0.5,80.23,2.778,0.5,0.5,4.111,200.9,0.5,0.5,94.16,0.5,0.5,0.5,0.5,13.25,0.5,bottle2,2016-07-01
137,264,0.5,,5713,7109,32.54,1308.0,982.4,3.011276461091379,18.14,11.36,1075.0,28240.0,1.517,0.5,0.5,0.5,0.5,0.5,0.5,7.918,1.78,0.5,0.5,95.06,0.5,0.5,0.5,0.5,14.18,0.5,bottle2,2016-07-01
138,265,4.98,,4926,7674,32.39,1273.0,858.3,2.6308821117210206,18.33,12.34,991.5,23710.0,0.5,0.5,1.006,21.53,1.343,0.5,0.5,10.03,314.6,0.5,0.5,91.52,0.5,0.5,1.23,1.188,13.23,0.5,bottle2,2016-07-01
139,266,0.5,,5090,7719,17.31,1119.0,1048.0,3.2123551824346146,18.33,11.35,1125.0,23270.0,1.558,0.5,0.5,8.706,0.5,0.5,1.084,7.918,7.472,0.5,0.5,92.09,0.5,0.5,0.5,0.5,13.41,0.5,bottle2,2016-07-01
140,267,1.927,,4964,7700,45.7,1147.0,965.0,2.95794155634485,18.24,11.23,986.2,23660.0,1.487,0.5,0.5,120.5,3.322,0.5,0.5,55.15,13.24,0.5,0.5,93.66,0.5,0.5,0.5,0.5,13.56,0.5,bottle2,2016-07-01
141,269,1.02,,5502,7938,133.3,1119.0,1075.0,3.295116241524056,19.61,11.21,1088.0,28660.0,1.968,0.5,0.5,24.55,0.5,0.5,0.5,5.309,105.5,0.5,0.5,94.48,0.5,0.5,0.5,0.5,14.42,0.5,bottle2,2016-07-01
142,270,0.5,,5312,7811,14.91,1101.0,893.7,2.7393910558605103,17.85,10.83,957.5,24010.0,1.526,0.5,0.5,17.0,0.5,0.5,0.5,33.27,3.828,0.5,0.5,94.71,0.5,0.5,0.5,0.5,13.42,0.5,bottle2,2016-07-01
143,273,3.499,,5352,9614,20.54,1402.0,759.9,2.3292640297061675,18.68,10.9,1064.0,23780.0,1.517,0.5,0.5,27.09,7.825,0.5,3.493,35.3,9.571,0.5,0.5,94.26,0.5,0.5,0.5,0.5,18.47,0.5,bottle2,2016-07-01
144,276,0.5,,4832,3498,13.76,13010.0,121.1,0.37119867613819835,16.94,9.263,5577.0,31870.0,0.5,3.391,0.5,0.5,0.5,0.5,0.5,0.5,1.701,0.5,0.5,53.01,0.5,0.5,0.5,0.5,2.737,0.5,bottle2,2016-07-01
145,278,0.5,,5493,7896,61.63,1144.0,1002.0,3.0713548595414917,18.83,11.22,1090.0,28390.0,1.915,0.5,0.5,59.21,2.22,0.5,0.5,12.57,0.5,0.5,0.5,93.78,0.5,0.5,0.5,0.5,13.93,0.5,bottle2,2016-07-01
146,279,2.292,,5254,8335,18.68,1069.0,911.7,2.7945650952534717,17.72,10.75,964.2,23670.0,1.636,0.5,0.5,21.06,1.922,0.5,0.5,30.72,63.96,0.5,0.5,93.76,0.5,0.5,0.5,0.5,12.78,0.5,bottle2,2016-07-01
147,280,2.444,,5760,7471,21.79,1232.0,782.8,2.399457668711656,17.66,11.68,1081.0,26950.0,1.18,0.5,0.5,36.92,2.229,0.5,0.5,2.167,281.0,0.5,0.5,93.22,0.5,0.5,1.663,1.636,12.71,0.5,bottle2,2016-07-01
148,281,0.5,,5443,9639,14.03,1195.0,858.6,2.6318016790442367,18.91,11.34,1055.0,24860.0,1.549,0.5,0.5,6.17,2.508,0.5,0.5,246.7,29.74,0.5,0.5,91.54,0.5,0.5,0.5,0.5,12.34,0.5,bottle2,2016-07-01
