,Sample,208Pb,,23Na,25Mg,27Al,28Si,31P,PO4,34S,35Cl,39K,43Ca,47Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,65Cu,66Zn,75As,78Se,88Sr,95Mo,107Ag,111Cd,112Sn,137Ba,238U,bottle_number,date_collected
49,84,0.5,,21790,8318,26.52,2424.0,47.6,0.1459046819502745,22.97,82.08,3532.0,36180.0,0.5,0.5,0.5,341.8,13.22,0.5,0.5,46.53,17.82,0.5,0.5,137.8,1.156,0.5,0.5,0.5,21.59,0.5,bottle3,2015-08-01
50,85,0.5,,21260,12210,17.89,2860.0,16.57,0.050790768485631264,23.92,84.0,3415.0,29900.0,,,0.5,56.07,4.161,,0.5,2.926,60.21,1.949,,122.6,,,0.5,0.5,,,bottle3,2015-08-01
51,88,0.5,,16370,7277,24.91,2321.0,9.624,0.02949971972876978,28.54,101.9,2476.0,29130.0,,,0.5,120.7,7.262,,0.5,62.03,25.46,1.372,,116.4,,,0.5,0.5,,,bottle3,2015-08-01
52,90,4.724,,20430,11060,17.52,2689.0,13.26,0.040644875686147885,23.75,80.63,3430.0,31650.0,0.5,0.5,0.5,88.48,4.478,0.5,0.5,18.22,0.5,1.632,0.5,126.3,1.522,0.5,0.5,0.5,19.42,0.5,bottle3,2015-08-01
53,93,3.942,,20170,8483,26.93,2411.0,45.47,0.13937575395544075,23.24,82.41,3446.0,37830.0,0.5,0.5,0.5,347.2,16.81,0.5,1.394,102.3,16.48,1.159,0.5,142.3,1.724,0.5,0.5,0.5,22.58,0.5,bottle3,2015-08-01
54,95,0.5,,20560,10400,20.24,2779.0,18.97,0.058147307071359386,23.79,83.41,3438.0,32580.0,0.5,0.5,0.5,148.3,5.325,0.5,0.5,19.39,36.08,1.635,0.5,129.7,1.547,0.5,0.5,0.5,20.12,0.5,bottle3,2015-08-01
55,96,0.5,,22620,11530,21.0,2862.0,17.08,0.05235403293509848,25.63,80.71,3395.0,31970.0,,,0.5,49.08,2.189,,0.5,4.78,9.635,0.5,,123.8,,,0.5,0.5,,,bottle3,2015-08-01
56,97,1.328,,20930,11750,23.04,2892.0,24.51,0.07512865030674848,23.92,81.75,3460.0,31320.0,,,0.5,103.9,5.002,,0.5,10.01,59.87,1.851,,123.1,,,0.5,0.5,,,bottle3,2015-08-01
57,98,0.5,,22220,8233,23.0,2580.0,28.3,0.08674585082337746,23.05,85.03,3494.0,37330.0,0.5,0.5,0.5,8.075,1.35,0.5,0.5,13.04,3.807,1.593,0.5,142.5,1.527,0.5,0.5,0.5,22.16,0.5,bottle3,2015-08-01
58,100,0.5,,21300,7891,21.92,2526.0,25.93,0.07948126896997094,23.57,80.42,3469.0,38170.0,0.5,0.5,0.5,32.96,1.626,0.5,0.5,7.382,14.37,1.686,0.5,147.5,1.826,0.5,0.5,0.5,23.1,0.5,bottle3,2015-08-01
59,101,0.5,,20080,10730,21.97,2731.0,31.23,0.09572695834678722,24.82,84.22,3349.0,32810.0,,,0.5,173.2,5.638,,0.5,52.54,16.44,1.856,,130.6,,,0.5,0.5,,,bottle3,2015-08-01
60,102,3.935,,21110,11840,18.32,2732.0,24.32,0.07454625766871166,23.5,84.09,3533.0,31960.0,,,0.5,255.0,17.95,,0.5,5.952,51.11,1.255,,123.1,,,0.5,0.5,,,bottle3,2015-08-01
61,104,0.5,,20180,11240,16.86,2708.0,18.83,0.057718175653858575,24.42,84.04,3321.0,31020.0,,,0.5,77.65,3.236,,0.5,2.258,54.3,1.819,,123.5,,,0.5,0.5,,,bottle3,2015-08-01
62,105,0.5,,21260,8394,17.93,2590.0,19.63,0.06017035518243462,23.29,81.81,3373.0,34910.0,,,0.5,18.8,0.5,,0.5,2.901,5.498,1.415,,142.0,,,0.5,0.5,,,bottle3,2015-08-01
63,106,10.66,,20300,9256,20.98,2495.0,33.02,0.10121371004197613,24.17,83.23,3471.0,38580.0,0.5,0.5,0.5,64.8,3.733,0.5,0.5,9.101,6.104,1.345,0.5,147.3,1.825,0.5,0.5,0.5,23.66,0.5,bottle3,2015-08-01
64,110,7.144,,20570,8247,25.94,2271.0,44.89,0.13759792379722313,22.43,80.98,3304.0,35040.0,,,0.5,193.4,12.21,,0.5,79.18,269.0,1.525,,141.0,,,1.315,1.212,,,bottle3,2015-08-01
65,111,0.5,,19940,8258,28.1,2436.0,29.73,0.09112912173070714,25.06,83.7,3228.0,36010.0,,,0.5,86.56,14.04,,1.74,18.63,14.75,1.486,,144.7,,,0.5,0.5,,,bottle3,2015-08-01
66,113,0.5,,21200,11260,15.72,2709.0,11.7,0.03586312560542461,24.29,86.12,3534.0,31480.0,,,0.5,39.45,1.614,,0.5,51.74,14.03,1.845,,124.0,,,0.5,0.5,,,bottle3,2015-08-01
67,114,0.5,,19890,9414,17.3,2521.0,15.96,0.048920981595092033,23.07,80.78,3290.0,30710.0,,,0.5,103.1,3.586,,0.5,8.009,2.898,1.822,,128.5,,,0.5,0.5,,,bottle3,2015-08-01
68,119,0.5,,23420,7625,26.49,2441.0,30.56,0.09367325799160478,21.89,84.83,3365.0,35930.0,,,0.5,153.3,5.119,,0.5,10.19,18.28,1.645,,148.1,,,0.5,0.5,,,bottle3,2015-08-01
69,121,0.5,,21300,10290,17.31,2543.0,17.32,0.053089686793671306,23.94,81.15,3251.0,33960.0,,,0.5,108.0,3.948,,0.5,20.57,12.45,0.5,,132.0,,,0.5,0.5,,,bottle3,2015-08-01
70,126,2.199,,21520,9744,19.97,2486.0,24.51,0.07512865030674848,24.38,84.53,3336.0,35460.0,,,0.5,171.8,8.571,,0.5,18.86,36.68,0.5,,135.7,,,0.5,0.5,,,bottle3,2015-08-01
71,127,0.5,,17620,7825,21.2,2611.0,56.67,0.17370626735550534,27.31,96.08,2761.0,30630.0,,,0.5,90.27,3.901,,0.5,3.487,0.5,1.557,,121.4,,,0.5,0.5,,,bottle3,2015-08-01
72,130,0.5,,21210,9752,11.29,2475.0,13.51,0.041411181788827904,23.21,83.55,3313.0,34510.0,,,0.5,180.9,8.449,,0.5,10.66,5.288,0.5,,132.7,,,0.5,0.5,,,bottle3,2015-08-01
73,132,0.5,,17270,8016,16.4,2486.0,35.13,0.10768133354859544,27.36,93.33,2625.0,28130.0,,,0.5,94.7,3.349,,0.5,7.582,1.351,1.68,,117.2,,,0.5,0.5,,,bottle3,2015-08-01
74,135,3.048,,20040,9123,24.88,2412.0,73.35,0.22483421052631578,23.62,81.17,3272.0,32140.0,,,0.5,100.6,9.9,,1.02,10.17,878.0,1.77,,130.3,,,5.126,4.781,,,bottle3,2015-08-01
75,137,1.945,,20500,9111,20.07,2448.0,33.02,0.10121371004197613,25.17,85.96,3543.0,40270.0,0.5,0.5,0.5,111.0,5.842,0.5,0.5,8.205,173.6,1.326,0.5,144.8,1.38,0.5,0.5,0.5,22.84,0.5,bottle3,2015-08-01
76,138,4.39,,19620,8415,18.05,2359.0,13.21,0.04049161446561189,22.76,80.74,3261.0,36460.0,,,0.5,139.1,12.14,,0.5,3.055,75.23,1.381,,145.9,,,0.5,0.5,,,bottle3,2015-08-01
77,143,1.094,,20390,9099,17.79,2445.0,23.16,0.0709905973522764,25.22,85.13,3523.0,39840.0,0.5,0.5,0.5,116.1,5.82,0.5,0.5,16.96,10.07,1.247,0.5,143.4,1.385,0.5,0.5,0.5,22.35,0.5,bottle3,2015-08-01
78,144,0.5,,20990,11740,18.68,2745.0,24.67,0.07561908621246369,24.26,83.45,3484.0,31550.0,,,0.5,131.6,5.958,,0.5,6.251,1.003,1.872,,121.9,,,0.5,0.5,,,bottle3,2015-08-01
79,149,0.5,,21890,9948,15.51,2733.0,25.7,0.07877626735550533,24.86,86.87,3637.0,38810.0,,,0.5,139.9,4.169,,0.5,28.27,7.316,1.76,,147.4,,,0.5,0.5,,,bottle3,2015-08-01
80,150,0.5,,21300,8890,19.1,2653.0,38.77,0.11883875040361641,23.89,84.8,3536.0,35380.0,,,0.5,89.33,2.864,,0.5,29.07,2.138,1.682,,138.7,,,0.5,0.5,,,bottle3,2015-08-01
81,152,12.21,,21500,7897,19.86,2645.0,20.97,0.06427775589279949,23.91,83.97,3598.0,37480.0,,,0.5,31.82,1.687,,0.5,8.86,6.892,1.777,,147.9,,,0.5,0.5,,,bottle3,2015-08-01
82,153,3.268,,20610,9596,22.2,2719.0,50.66,0.1552842686470778,24.26,82.03,3324.0,33300.0,,,0.5,110.3,3.226,,0.5,9.006,4.538,1.623,,131.4,,,0.5,0.5,,,bottle3,2015-08-01
83,154,0.5,,19770,11840,17.16,2787.0,18.68,0.057258391992250565,25.05,84.16,3310.0,30110.0,,,0.5,159.7,5.317,,0.5,6.245,8.995,1.988,,126.8,,,0.5,0.5,,,bottle3,2015-08-01
84,155,1.264,,21290,8714,18.5,2640.0,29.36,0.08999498869874073,23.99,82.62,3615.0,35410.0,,,0.5,222.2,6.545,,0.5,11.01,21.99,1.684,,139.9,,,0.5,0.5,,,bottle3,2015-08-01
85,157,4.104,,23570,9867,15.45,2604.0,23.13,0.07089864061995481,25.79,82.79,3285.0,33180.0,,,0.5,33.52,2.149,,0.5,2.554,87.47,0.5,,137.6,,,0.5,0.5,,,bottle3,2015-08-01
86,158,50.97,,20980,10690,17.13,2561.0,32.1,0.09839370358411367,23.4,81.96,3416.0,32060.0,,,0.5,164.3,6.03,,0.5,36.48,68.92,1.585,,130.4,,,0.5,0.5,,,bottle3,2015-08-01
87,159,0.5,,20810,8259,12.11,2508.0,12.04,0.036905301905069424,22.97,82.65,3482.0,35740.0,,,0.5,197.1,16.63,,0.5,21.72,12.6,1.137,,143.5,,,0.5,0.5,,,bottle3,2015-08-01
88,162,9.103,,19840,9607,14.53,2531.0,13.17,0.04036900548918308,24.69,83.06,3186.0,31010.0,,,0.5,82.6,4.446,,3.203,97.18,53.46,1.694,,130.7,,,0.5,0.5,,,bottle3,2015-08-01
89,163,6.326,,19750,11690,18.05,2738.0,29.32,0.08987237972231192,26.35,85.19,3272.0,30980.0,,,0.5,54.11,2.604,,0.5,6.398,115.3,1.901,,125.2,,,0.5,0.5,,,bottle3,2015-08-01
90,165,1.296,,21020,11190,8.83,2610.0,14.88,0.045610539231514376,23.34,82.53,3476.0,32340.0,,,0.5,211.3,12.4,,0.5,2.773,48.72,0.5,,125.8,,,0.5,0.5,,,bottle3,2015-08-01
91,167,8.688,,19920,8772,15.95,2329.0,34.63,0.10614872134323541,24.32,82.91,3284.0,34440.0,,,0.5,36.15,0.5,,0.5,13.4,251.2,1.727,,138.3,,,0.5,0.5,,,bottle3,2015-08-01
92,168,4.202,,21720,12310,15.93,3006.0,21.49,0.0658716725863739,25.37,86.54,3537.0,30910.0,,,0.5,78.76,3.194,,0.5,22.11,9.94,1.729,,122.9,,,0.5,0.5,,,bottle3,2015-08-01
93,169,4.45,,21080,9775,15.36,2508.0,19.05,0.058392525024217,24.23,83.13,3359.0,36010.0,,,0.5,104.4,3.631,,0.5,39.78,87.62,0.5,,132.5,,,0.5,0.5,,,bottle3,2015-08-01
94,171,0.5,,17910,9930,13.04,2695.0,13.58,0.0416257474975783,28.29,97.24,2743.0,26880.0,,,0.5,182.3,11.48,,1.0,10.76,4.272,1.401,,110.8,,,0.5,0.5,,,bottle3,2015-08-01
95,172,0.5,,21180,9832,21.78,2780.0,20.9,0.06406319018404907,24.21,85.58,3526.0,34970.0,,,0.5,144.1,6.268,,0.5,17.96,5.208,1.703,,136.6,,,0.5,0.5,,,bottle3,2015-08-01
96,174,11.37,,21060,11930,15.89,2790.0,24.24,0.07430103971585406,23.56,83.91,3402.0,30820.0,,,0.5,171.9,6.582,,0.5,7.965,5.297,1.621,,125.0,,,0.5,0.5,,,bottle3,2015-08-01
97,178,0.5,,21140,8569,20.94,2622.0,49.5,0.1517286083306426,23.0,83.65,3488.0,35390.0,,,0.5,42.61,1.772,,0.5,10.09,10.84,1.636,,140.7,,,0.5,0.5,,,bottle3,2015-08-01
98,179,0.5,,20180,9563,27.27,2528.0,59.78,0.18323911527284473,24.03,79.96,3404.0,33540.0,,,0.5,336.8,14.06,,0.5,14.05,0.5,1.685,,132.0,,,0.5,0.5,,,bottle3,2015-08-01
99,192,6.677,,20660,11830,16.51,2839.0,27.04,0.08288366806587019,24.26,82.48,3451.0,31730.0,0.5,0.5,0.5,139.2,5.118,0.5,0.5,7.868,57.1,1.53,0.5,125.0,1.366,0.5,0.5,0.5,20.57,0.5,bottle3,2015-08-01
100,195,0.5,,21110,10940,17.96,2530.0,17.52,0.05370273167581531,22.3,85.5,3452.0,31700.0,,,0.5,328.2,18.38,,0.5,30.13,25.46,1.124,,130.4,,,0.5,0.5,,,bottle3,2015-08-01
101,200,0.5,,20640,12410,19.17,2943.0,23.53,0.07212473038424283,24.78,84.67,3455.0,30710.0,0.5,0.5,0.5,172.3,4.782,0.5,0.5,20.08,5.252,1.824,0.5,122.2,1.668,0.5,0.5,0.5,19.71,0.5,bottle3,2015-08-01
102,201,1.782,,20290,8893,12.35,2728.0,14.9,0.04567184371972878,25.74,90.61,3184.0,32790.0,,,0.5,43.67,0.5,,0.5,4.734,96.17,1.284,,129.7,,,0.5,0.5,,,bottle3,2015-08-01
103,202,0.5,,20690,9500,15.64,2536.0,34.13,0.10461610913787539,24.57,83.11,3483.0,39070.0,,,0.5,89.31,5.251,,0.5,4.881,8.918,1.258,,142.5,,,0.5,0.5,,,bottle3,2015-08-01
104,205,91.69,,20910,9458,72.65,2789.0,158.5,0.48583806909912824,24.82,84.89,3676.0,36390.0,,,0.5,1627.0,26.88,,0.5,17.88,134.7,1.965,,132.7,,,0.5,0.5,,,bottle3,2015-08-01
105,210,0.5,,20620,8775,16.45,2635.0,16.55,0.05072946399741687,23.68,80.99,3482.0,35810.0,,,0.5,77.64,3.54,,0.5,2.094,6.732,1.828,,136.8,,,0.5,0.5,,,bottle3,2015-08-01
106,212,0.5,,21350,10690,12.33,2662.0,28.52,0.08742020019373588,23.76,83.78,3560.0,34880.0,,,0.5,125.9,8.554,,0.5,19.27,55.03,0.5,,130.2,,,0.5,0.5,,,bottle3,2015-08-01
107,214,1.628,,20920,9717,19.91,2513.0,31.35,0.09609478527607364,24.81,84.13,3620.0,40140.0,,,0.5,186.7,8.297,,0.5,10.69,32.0,1.154,,141.0,,,0.5,0.5,,,bottle3,2015-08-01
108,215,0.5,,21980,11150,24.17,2698.0,22.74,0.06970320309977397,25.31,88.07,3532.0,35520.0,,,0.5,249.1,14.65,,0.5,7.056,2.471,0.5,,130.1,,,0.5,0.5,,,bottle3,2015-08-01
109,216,0.5,,20210,10350,16.29,2681.0,21.18,0.0649214530190507,26.63,85.92,3349.0,32790.0,,,0.5,134.2,3.973,,0.5,7.852,2.961,1.715,,130.7,,,0.5,0.5,,,bottle3,2015-08-01
110,218,1.28,,20470,10370,22.62,2603.0,21.42,0.06565710687762352,24.32,82.79,3316.0,31260.0,,,0.5,175.8,6.15,,0.5,9.518,6.79,1.718,,127.1,,,0.5,0.5,,,bottle3,2015-08-01
111,219,0.5,,20100,12650,15.8,2842.0,12.63,0.03871378430739426,24.25,83.12,3256.0,28710.0,,,0.5,65.34,2.659,,0.5,30.63,70.31,1.899,,117.9,,,0.5,0.5,,,bottle3,2015-08-01
112,220,0.5,,20220,11020,17.87,2509.0,17.55,0.05379468840813692,22.72,80.17,3307.0,31170.0,,,0.5,216.5,15.36,,0.5,23.02,1.77,1.061,,129.1,,,0.5,0.5,,,bottle3,2015-08-01
113,222,5.033,,21910,10010,19.59,2583.0,24.49,0.07506734581853407,25.46,83.82,3432.0,36670.0,,,0.5,138.1,5.527,,0.5,0.5,32.29,0.5,,135.6,,,0.5,0.5,,,bottle3,2015-08-01
114,224,2.997,,21090,12490,15.92,3000.0,19.29,0.0591281788827898,24.9,85.09,3581.0,32120.0,,,0.5,53.55,2.832,,0.5,11.35,75.1,1.962,,122.8,,,0.5,0.5,,,bottle3,2015-08-01
115,226,0.5,,20800,10950,21.74,2792.0,32.99,0.10112175330965452,23.69,83.55,3451.0,33260.0,,,0.5,52.79,4.147,,1.255,116.4,18.76,1.726,,126.4,,,0.5,0.5,,,bottle3,2015-08-01
116,227,0.5,,21700,9743,18.23,2558.0,23.26,0.07129711979334842,25.1,84.36,3500.0,34780.0,,,0.5,125.8,3.928,,0.5,37.56,22.55,1.401,,134.8,,,0.5,0.5,,,bottle3,2015-08-01
117,230,0.5,,19900,8740,25.95,2411.0,38.38,0.1176433128834356,23.5,82.86,3384.0,35300.0,,,0.5,226.1,17.59,,0.5,10.16,6.618,1.042,,136.1,,,0.5,0.5,,,bottle3,2015-08-01
118,231,3.797,,20010,8482,19.87,2436.0,23.05,0.07065342266709719,23.44,81.25,3286.0,34060.0,,,0.5,13.22,0.5,,0.5,21.79,98.84,1.869,,138.4,,,0.5,0.5,,,bottle3,2015-08-01
119,237,0.5,,19250,8345,34.05,2205.0,27.11,0.08309823377462061,24.52,81.84,3237.0,38630.0,,,0.5,196.3,8.683,,0.5,28.8,2.945,1.416,,148.6,,,0.5,0.5,,,bottle3,2015-08-01
120,238,1.221,,21020,11030,14.2,2598.0,14.56,0.04462966742008395,84.88,3497.0,29970.0,0.5,0.5,0.5,29.67,1.567,0.5,0.5,10.99,50.01,1.785,0.5,122.8,1.556,0.5,0.5,0.5,18.66,0.5,,bottle3,2015-08-01
121,240,1.572,,21770,11210,30.78,2868.0,26.14,0.08012496609622216,25.98,85.61,3518.0,32450.0,,,0.5,185.0,9.46,,0.5,4.269,3.968,1.681,,127.9,,,0.5,0.5,,,bottle3,2015-08-01
122,241,0.5,,21270,9406,20.69,2458.0,28.94,0.0887075944462383,23.39,83.91,3468.0,35370.0,0.5,0.5,0.5,282.8,16.46,0.5,0.5,21.09,16.7,0.5,0.5,132.7,1.248,0.5,0.5,0.5,21.52,0.5,bottle3,2015-08-01
123,242,1.71,,16690,7219,16.53,2485.0,26.86,0.08233192767194059,30.53,106.8,2588.0,30780.0,,,0.5,224.8,14.32,,1.106,22.19,9.623,0.5,,109.1,,,0.5,0.5,,,bottle3,2015-08-01
124,243,0.5,,20150,10800,15.85,2525.0,33.5,0.10268501775912174,22.71,78.26,3377.0,31880.0,0.5,0.5,0.5,306.2,18.04,0.5,0.5,6.816,8.73,1.248,0.5,126.9,1.266,0.5,0.5,0.5,20.34,0.5,bottle3,2015-08-01
125,244,3.584,,20630,11930,15.79,2777.0,5.551,0.01701506070390701,24.91,86.71,3382.0,28970.0,,,0.5,23.58,2.137,,0.5,5.524,0.5,2.058,,125.6,,,0.5,0.5,,,bottle3,2015-08-01
126,245,0.5,,19830,8974,17.57,2408.0,16.81,0.05152642234420407,22.92,80.3,3280.0,33140.0,,,0.5,108.5,16.06,,0.5,21.51,14.97,1.087,,133.7,,,0.5,0.5,,,bottle3,2015-08-01
127,247,0.5,,20760,11380,16.95,2896.0,19.52,0.05983318049725542,23.82,82.6,3478.0,32030.0,,,0.5,134.1,6.698,,0.5,9.04,7.354,1.918,,126.8,,,0.5,0.5,,,bottle3,2015-08-01
128,249,3.738,,20350,8253,12.35,2418.0,17.15,0.05256859864384889,24.53,87.32,3281.0,36010.0,,,0.5,237.7,6.973,,0.5,12.96,8.965,1.419,,138.3,,,0.5,0.5,,,bottle3,2015-08-01
129,250,0.5,,20940,10960,16.76,2677.0,23.19,0.07108255408459802,23.94,83.15,3453.0,32870.0,0.5,0.5,0.5,88.67,4.489,0.5,0.5,36.25,7.728,1.457,0.5,130.3,1.384,0.5,0.5,0.5,20.99,0.5,bottle3,2015-08-01
130,251,2.72,,20440,8992,17.05,2681.0,18.9,0.057932741362608974,22.94,80.3,3473.0,34760.0,,,0.5,142.6,5.415,,0.5,11.58,42.17,1.674,,136.1,,,0.5,0.5,,,bottle3,2015-08-01
131,252,1.094,,20940,11580,40.98,2956.0,13.78,0.04223879237972232,24.76,85.22,3626.0,33360.0,,,0.5,29.36,3.178,,0.5,10.35,10.31,1.796,,127.5,,,0.5,0.5,,,bottle3,2015-08-01
132,255,1.287,,21620,9129,12.33,2466.0,11.34,0.03475964481756539,22.57,82.94,3519.0,37040.0,,,0.5,102.5,5.659,,0.5,7.459,9.641,0.5,,136.6,,,0.5,0.5,,,bottle3,2015-08-01
133,256,0.5,,21410,11000,16.42,2739.0,18.53,0.05679860833064256,23.44,82.08,3437.0,33070.0,,,0.5,104.0,4.981,,0.5,7.148,2.968,1.483,,128.3,,,0.5,0.5,,,bottle3,2015-08-01
134,259,9.262,,20020,9056,51.17,2613.0,62.36,0.19114739425250243,23.67,83.26,3373.0,36460.0,,,0.5,490.0,20.78,,0.5,16.1,14.73,1.861,,145.5,,,0.5,0.5,,,bottle3,2015-08-01
135,262,1.243,,20730,10340,25.25,2619.0,30.53,0.0935813012592832,23.52,82.91,3424.0,34100.0,0.5,0.5,0.5,155.4,6.438,0.5,0.5,30.55,3.459,1.456,0.5,137.4,1.391,0.5,0.5,0.5,21.36,0.5,bottle3,2015-08-01
136,263,1.376,,19930,8605,15.37,2315.0,7.196,0.022057354859541495,23.39,80.9,3311.0,36900.0,,,0.5,112.9,12.87,,0.5,3.462,224.6,1.192,,144.5,,,0.5,0.5,,,bottle3,2015-08-01
137,264,0.5,,21840,10370,24.32,2761.0,44.17,0.13539096222150468,24.49,84.97,3546.0,35550.0,,,0.5,13.81,2.018,,0.5,33.3,16.9,1.572,,133.9,,,0.5,0.5,,,bottle3,2015-08-01
138,265,6.388,,19920,10420,25.39,2596.0,33.09,0.10142827575072653,24.51,84.18,3279.0,32800.0,,,0.5,181.2,6.942,,0.5,13.18,170.7,1.546,,134.5,,,0.5,0.5,,,bottle3,2015-08-01
139,266,0.5,,20090,9120,19.96,2626.0,19.94,0.061120574749757836,24.18,83.92,3362.0,35420.0,,,0.5,113.5,5.273,,0.5,7.229,14.25,1.965,,140.5,,,0.5,0.5,,,bottle3,2015-08-01
140,267,0.5,,21240,10270,30.01,2665.0,29.83,0.09143564417177914,23.26,82.2,3512.0,34740.0,,,0.5,482.3,16.68,,0.5,15.22,7.067,1.226,,130.0,,,0.5,0.5,,,bottle3,2015-08-01
141,269,1.675,,20540,11710,16.19,2930.0,24.14,0.07399451727478205,24.34,82.62,3449.0,31650.0,0.5,0.5,0.5,52.05,3.265,0.5,0.5,6.993,38.34,1.676,0.5,126.1,1.424,0.5,0.5,0.5,20.74,0.5,bottle3,2015-08-01
142,270,0.5,,23250,8460,22.31,2527.0,42.44,0.13008812399095898,22.67,83.65,3496.0,37690.0,,,0.5,98.97,4.523,,0.5,11.34,6.639,1.211,,135.9,,,0.5,0.5,,,bottle3,2015-08-01
143,273,3.056,,20290,11880,15.74,2814.0,27.49,0.08426301905069422,23.73,81.75,3422.0,31250.0,0.5,0.5,0.5,133.4,8.528,0.5,0.5,15.59,9.165,1.62,0.5,124.1,1.419,0.5,0.5,0.5,19.98,0.5,bottle3,2015-08-01
144,276,0.5,,20180,12340,20.43,2704.0,22.37,0.06856907006780756,24.21,82.42,3261.0,29030.0,,,0.5,212.5,6.734,,0.5,7.938,1.608,1.671,,118.9,,,0.5,0.5,,,bottle3,2015-08-01
145,278,0.5,,21150,11700,14.09,2914.0,19.06,0.05842317726832419,24.7,83.15,3540.0,33260.0,,,0.5,179.7,7.051,,0.5,14.62,2.491,1.641,,127.0,,,0.5,0.5,,,bottle3,2015-08-01
146,279,8.251,,24560,8791,31.16,2395.0,39.44,0.12089245075879884,22.47,88.76,3404.0,35180.0,0.5,0.5,0.5,111.2,3.94,0.5,0.5,12.82,183.5,1.37,0.5,136.8,1.183,0.5,0.5,0.5,21.87,0.5,bottle3,2015-08-01
147,280,1.182,,22750,8951,13.04,2451.0,21.24,0.0651053664836939,22.74,85.86,3491.0,37170.0,,,0.5,84.17,12.31,,0.5,2.813,189.3,0.5,,136.6,,,1.233,1.155,,,bottle3,2015-08-01
148,281,7.968,,25090,8283,21.49,2377.0,23.92,0.07332016790442364,22.32,89.95,3452.0,36580.0,0.5,0.5,0.5,199.6,2.898,0.5,1.099,236.5,28.85,1.508,0.5,145.1,1.478,0.5,0.5,0.5,23.13,0.5,bottle3,2015-08-01
149,283,0.5,,20640,7840,15.81,2582.0,14.7,0.04505879883758476,22.78,79.5,3422.0,37620.0,,,0.5,21.81,1.417,,0.5,4.53,151.2,1.922,,143.2,,,0.5,0.5,,,bottle3,2015-08-01
150,285,0.5,,19250,7809,22.86,2548.0,58.8,0.18023519535033905,26.36,93.2,2964.0,31610.0,,,0.5,39.94,1.928,,0.5,8.299,14.42,1.66,,121.9,,,0.5,0.5,,,bottle3,2015-08-01
151,286,0.5,,24830,8337,12.52,2370.0,21.17,0.0648908007749435,21.7,87.55,3417.0,35310.0,0.5,0.5,0.5,74.7,8.783,0.5,0.5,12.81,7.421,1.243,0.5,140.0,1.222,0.5,0.5,0.5,21.5,0.5,bottle3,2015-08-01
152,287,0.5,,19570,7626,17.13,2642.0,19.84,0.06081405230868584,27.63,98.0,3063.0,32090.0,,,0.5,51.38,2.463,,0.5,4.822,5.459,1.757,,125.8,,,0.5,0.5,,,bottle3,2015-08-01
153,289,0.5,,21000,6054,15.08,816.8,92.24,0.28273629964481756,21.89,81.3,3493.0,49140.0,,,0.5,73.9,54.02,,0.5,7.204,0.5,0.5,,199.9,,,0.5,0.5,,,bottle3,2015-08-01
154,292,3.585,,21240,11610,17.61,2841.0,33.35,0.10222523409751375,24.71,83.54,3599.0,33530.0,,,0.5,121.1,7.39,,0.5,8.087,164.3,1.482,,126.6,,,0.5,0.5,,,bottle3,2015-08-01
155,293,1.512,,20620,10610,16.51,2845.0,15.69,0.04809337100419762,23.86,83.67,3447.0,32910.0,0.5,0.5,0.5,17.62,1.47,0.5,0.5,6.065,47.4,1.606,0.5,131.3,1.64,0.5,0.5,0.5,20.14,0.5,bottle3,2015-08-01
156,294,0.5,,20400,9759,15.1,2667.0,22.43,0.06875298353245075,25.0,96.63,2978.0,27860.0,,,0.5,150.9,10.03,,0.5,1.567,49.85,1.205,,118.5,,,0.5,0.5,,,bottle3,2015-08-01
157,295,4.263,,25070,8517,20.25,2357.0,31.81,0.09750478850500485,21.7,88.77,3442.0,35350.0,0.5,0.5,0.5,227.5,22.67,0.5,0.5,18.9,1.236,1.105,0.5,138.0,1.064,0.5,0.5,0.5,21.82,0.5,bottle3,2015-08-01
158,296,1.78,,20960,11510,16.0,2710.0,20.07,0.06151905392315144,24.55,86.1,3528.0,31640.0,,,0.5,128.6,4.275,,0.5,11.25,52.49,1.802,,123.9,,,0.5,0.5,,,bottle3,2015-08-01
159,298,0.5,,23120,9534,17.72,2449.0,25.74,0.07889887633193414,22.29,86.32,3435.0,32900.0,0.5,0.5,0.5,217.1,16.43,0.5,3.52,3.055,10.52,1.244,0.5,132.0,1.218,0.5,0.5,0.5,21.65,0.5,bottle3,2015-08-01
160,299,1.843,,23810,9235,24.54,2425.0,34.98,0.1072215498869874,22.39,85.77,3425.0,33480.0,0.5,0.5,0.5,267.2,12.94,0.5,0.5,8.765,4.65,1.243,0.5,133.4,1.16,0.5,0.5,0.5,20.76,0.5,bottle3,2015-08-01
161,300,4.905,,20910,11320,15.13,2575.0,10.2,0.03126528898934453,23.12,85.39,3401.0,29080.0,,,0.5,9.566,0.5,,0.5,95.03,108.1,1.693,,124.5,,,0.5,0.5,,,bottle3,2015-08-01
0,2,8.133,,21770,8680,33.27,2318.0,32.38,0.0992519664191153,22.96,83.21,3428.0,35830.0,0.5,0.5,0.5,244.9,33.1,0.5,22.18,138.9,330.8,0.5,0.5,137.7,1.039,0.5,0.5,0.5,20.72,0.5,bottle1,2015-08-01
